BUS UID,Fuel,GEN UID,Plant Code,Unit Type,CO2 Emissions Lbs/MWh
250362_1,NG (Natural Gas),55132_NaturalGasFiredCombinedCycle_STG1,55132,Natural Gas Fired Combined Cycle,867.4615122184950
160200_2,NG (Natural Gas),3631_NaturalGasFiredCombustionTurbine_1,3631,Natural Gas Fired Combustion Turbine,1174.797722467510
111297_1,NG (Natural Gas),52132_NaturalGasFiredCombinedCycle_GEN3,52132,Natural Gas Fired Combined Cycle,1543.8765720281800
240298_1,SUN (Solar),60789_SolarPhotovoltaic_UNIT1,60789,Solar Photovoltaic,0.0
120435_1,NG (Natural Gas),3609_NaturalGasFiredCombustionTurbine_CGT3,3609,Natural Gas Fired Combustion Turbine,1257.9015474020000
111291_1,NG (Natural Gas),52120_NaturalGasFiredCombinedCycle_G-64,52120,Natural Gas Fired Combined Cycle,1214.7837644959700
240246_1,WND (Wind),56602_OnshoreWindTurbine_SNY1,56602,Onshore Wind Turbine,0.0
111412_1,SUN (Solar),61875_SolarPhotovoltaic_GEN1,61875,Solar Photovoltaic,0.0
111410_1,SUN (Solar),61868_SolarPhotovoltaic_GEN1,61868,Solar Photovoltaic,0.0
240212_1,WND (Wind),56211_OnshoreWindTurbine_SW1,56211,Onshore Wind Turbine,0.0
111408_1,SUN (Solar),61867_SolarPhotovoltaic_GEN1,61867,Solar Photovoltaic,0.0
240200_1,NG (Natural Gas),3492_NaturalGasFiredCombustionTurbine_CT6,3492,Natural Gas Fired Combustion Turbine,1672.4259720937900
240199_1,NG (Natural Gas),3492_NaturalGasFiredCombustionTurbine_CT5,3492,Natural Gas Fired Combustion Turbine,1672.4259720937900
240198_1,NG (Natural Gas),3492_NaturalGasFiredCombustionTurbine_CT4,3492,Natural Gas Fired Combustion Turbine,1672.4259720937900
240197_1,NG (Natural Gas),3492_NaturalGasFiredCombustionTurbine_CT3,3492,Natural Gas Fired Combustion Turbine,1672.4259720937900
240196_1,NG (Natural Gas),3492_NaturalGasFiredCombustionTurbine_CT2,3492,Natural Gas Fired Combustion Turbine,1672.4259720937900
150523_1,NG (Natural Gas),59812_NaturalGasFiredCombinedCycle_STG6,59812,Natural Gas Fired Combined Cycle,828.1408474079150
240195_1,NG (Natural Gas),3492_NaturalGasFiredCombustionTurbine_CT1,3492,Natural Gas Fired Combustion Turbine,1672.4259720937900
230293_1,NG (Natural Gas),59938_NaturalGasInternalCombustionEngine_UNIT2,59938,Natural Gas Internal Combustion Engine,1118.1970878090100
111223_1,NG (Natural Gas),10154_NaturalGasFiredCombustionTurbine_GEN1,10154,Natural Gas Fired Combustion Turbine,1967.191927413790
230275_2,NG (Natural Gas),6243_NaturalGasFiredCombustionTurbine_2,6243,Natural Gas Fired Combustion Turbine,1635.6493712590400
230275_1,NG (Natural Gas),6243_NaturalGasFiredCombustionTurbine_3,6243,Natural Gas Fired Combustion Turbine,1635.6493712590400
230266_1,SUB (Subbituminous Coal),6179_ConventionalSteamCoal_3,6179,Conventional Steam Coal,2240.576410030400
230262_1,NG (Natural Gas),3561_NaturalGasFiredCombustionTurbine_7,3561,Natural Gas Fired Combustion Turbine,2086.2900066180100
220247_1,SUN (Solar),61697_SolarPhotovoltaic_IVORY,61697,Solar Photovoltaic,0.0
220241_1,SUN (Solar),60989_SolarPhotovoltaic_PV1,60989,Solar Photovoltaic,0.0
220236_1,SUN (Solar),60682_SolarPhotovoltaic_PEARL,60682,Solar Photovoltaic,0.0
220225_1,OTH (Other),60123_Batteries_BAT1,60123,Batteries,0.0
220203_1,SUN (Solar),58710_SolarPhotovoltaic_BRLA,58710,Solar Photovoltaic,0.0
220201_1,SUN (Solar),58488_SolarPhotovoltaic_1,58488,Solar Photovoltaic,0.0
220198_1,NG (Natural Gas),58471_NaturalGasFiredCombustionTurbine_CTG1,58471,Natural Gas Fired Combustion Turbine,1314.6930617275900
111384_1,WH (Waste Heat),58870_AllOther_MG202,58870,All Other,0.0
220192_1,WND (Wind),56961_OnshoreWindTurbine_GE,56961,Onshore Wind Turbine,0.0
220191_1,MWH (Electricity use for Energy Storage),56961_Batteries_BATT,56961,Batteries,0.0
220188_1,WND (Wind),56959_OnshoreWindTurbine_OWF,56959,Onshore Wind Turbine,0.0
111376_1,NG (Natural Gas),57322_NaturalGasFiredCombustionTurbine_GT01,57322,Natural Gas Fired Combustion Turbine,2673.769541721600
150438_1,NG (Natural Gas),3628_NaturalGasSteamTurbine_2,3628,Natural Gas Steam Turbine,1527.5860032322700
220136_1,WND (Wind),54979_OnshoreWindTurbine_WIND,54979,Onshore Wind Turbine,0.0
150432_1,NG (Natural Gas),3491_NaturalGasSteamTurbine_5,3491,Natural Gas Steam Turbine,1591.776478853510
210358_1,SUN (Solar),61874_SolarPhotovoltaic_GEN1,61874,Solar Photovoltaic,0.0
210351_1,SUN (Solar),60774_SolarPhotovoltaic_GEN1,60774,Solar Photovoltaic,0.0
210338_1,NG (Natural Gas),58001_NaturalGasFiredCombinedCycle_CTG-1,58001,Natural Gas Fired Combined Cycle,848.1892185919150
210322_1,WAT (Water),3598_ConventionalHydroelectric_1,3598,Conventional Hydroelectric,0.0
210319_1,WAT (Water),3595_ConventionalHydroelectric_1,3595,Conventional Hydroelectric,0.0
