Date,Adj Close,Close,High,Low,Open,Volume
,QG=F,QG=F,QG=F,QG=F,QG=F,QG=F
2019-01-30,2.8550000190734863,2.8550000190734863,2.9200000762939453,2.8499999046325684,2.9200000762939453,907
2019-01-31,2.815000057220459,2.815000057220459,2.9200000762939453,2.799999952316284,2.875,1273
2019-02-01,2.734999895095825,2.734999895095825,2.8499999046325684,2.7300000190734863,2.825000047683716,1319
2019-02-04,2.6600000858306885,2.6600000858306885,2.734999895095825,2.6549999713897705,2.7049999237060547,908
2019-02-05,2.6600000858306885,2.6600000858306885,2.7049999237060547,2.640000104904175,2.6649999618530273,669
2019-02-06,2.6600000858306885,2.6600000858306885,2.7200000286102295,2.6500000953674316,2.684999942779541,808
2019-02-07,2.549999952316284,2.549999952316284,2.690000057220459,2.549999952316284,2.680000066757202,1216
2019-02-08,2.5850000381469727,2.5850000381469727,2.615000009536743,2.559999942779541,2.575000047683716,835
2019-02-11,2.640000104904175,2.640000104904175,2.740000009536743,2.634999990463257,2.640000104904175,1251
2019-02-12,2.690000057220459,2.690000057220459,2.700000047683716,2.619999885559082,2.6500000953674316,868
2019-02-13,2.575000047683716,2.575000047683716,2.6700000762939453,2.559999942779541,2.6649999618530273,1050
2019-02-14,2.575000047683716,2.575000047683716,2.615000009536743,2.569999933242798,2.5850000381469727,676
2019-02-15,2.625,2.625,2.640000104904175,2.5399999618530273,2.565000057220459,666
2019-02-19,2.6600000858306885,2.6600000858306885,2.674999952316284,2.5950000286102295,2.625,1043
2019-02-20,2.634999990463257,2.634999990463257,2.684999942779541,2.630000114440918,2.6600000858306885,759
2019-02-21,2.694999933242798,2.694999933242798,2.7100000381469727,2.640000104904175,2.6500000953674316,661
2019-02-22,2.7149999141693115,2.7149999141693115,2.7200000286102295,2.674999952316284,2.7100000381469727,653
2019-02-25,2.8359999656677246,2.8359999656677246,2.8399999141693115,2.740000009536743,2.75,1328
2019-02-26,2.7950000762939453,2.7950000762939453,2.8499999046325684,2.765000104904175,2.815000057220459,855
2019-02-27,2.799999952316284,2.799999952316284,2.809999942779541,2.7300000190734863,2.7750000953674316,926
2019-02-28,2.809999942779541,2.809999942779541,2.8450000286102295,2.7850000858306885,2.805000066757202,678
2019-03-01,2.859999895095825,2.859999895095825,2.875,2.7799999713897705,2.799999952316284,860
2019-03-04,2.8550000190734863,2.8550000190734863,2.890000104904175,2.819999933242798,2.8499999046325684,686
2019-03-05,2.884999990463257,2.884999990463257,2.890000104904175,2.8450000286102295,2.8499999046325684,614
2019-03-06,2.8399999141693115,2.8399999141693115,2.8949999809265137,2.819999933242798,2.875,662
2019-03-07,2.865000009536743,2.865000009536743,2.869999885559082,2.809999942779541,2.8450000286102295,542
2019-03-08,2.865000009536743,2.865000009536743,2.890000104904175,2.8550000190734863,2.859999895095825,402
2019-03-11,2.7699999809265137,2.7699999809265137,2.8399999141693115,2.7699999809265137,2.8299999237060547,936
2019-03-12,2.7850000858306885,2.7850000858306885,2.799999952316284,2.75,2.7750000953674316,523
2019-03-13,2.819999933242798,2.819999933242798,2.8399999141693115,2.765000104904175,2.7899999618530273,747
2019-03-14,2.8550000190734863,2.8550000190734863,2.859999895095825,2.825000047683716,2.8350000381469727,556
2019-03-15,2.7950000762939453,2.7950000762939453,2.8550000190734863,2.7899999618530273,2.8499999046325684,559
2019-03-18,2.8499999046325684,2.8499999046325684,2.8550000190734863,2.7750000953674316,2.7850000858306885,769
2019-03-19,2.875,2.875,2.9000000953674316,2.8350000381469727,2.8499999046325684,599
2019-03-20,2.819999933242798,2.819999933242798,2.869999885559082,2.815000057220459,2.859999895095825,625
2019-03-21,2.819999933242798,2.819999933242798,2.8399999141693115,2.799999952316284,2.8299999237060547,1108
2019-03-22,2.755000114440918,2.755000114440918,2.819999933242798,2.7149999141693115,2.815000057220459,1111
2019-03-25,2.755000114440918,2.755000114440918,2.765000104904175,2.7100000381469727,2.7300000190734863,488
2019-03-26,2.740000009536743,2.740000009536743,2.765000104904175,2.7300000190734863,2.759999990463257,423
2019-03-27,2.7200000286102295,2.7200000286102295,2.75,2.690000057220459,2.744999885559082,990
2019-03-28,2.7100000381469727,2.7100000381469727,2.755000114440918,2.7100000381469727,2.7249999046325684,714
2019-03-29,2.6600000858306885,2.6600000858306885,2.7249999046325684,2.6600000858306885,2.7149999141693115,1009
2019-04-01,2.7100000381469727,2.7100000381469727,2.7300000190734863,2.6549999713897705,2.6649999618530273,910
2019-04-02,2.684999942779541,2.684999942779541,2.7249999046325684,2.674999952316284,2.700000047683716,676
2019-04-03,2.674999952316284,2.674999952316284,2.694999933242798,2.6600000858306885,2.690000057220459,319
2019-04-04,2.6449999809265137,2.6449999809265137,2.684999942779541,2.634999990463257,2.6700000762939453,666
2019-04-05,2.6649999618530273,2.6649999618530273,2.674999952316284,2.630000114440918,2.640000104904175,390
2019-04-08,2.7100000381469727,2.7100000381469727,2.7249999046325684,2.6600000858306885,2.6600000858306885,847
2019-04-09,2.700000047683716,2.700000047683716,2.7249999046325684,2.680000066757202,2.7100000381469727,469
2019-04-10,2.700000047683716,2.700000047683716,2.7249999046325684,2.690000057220459,2.7100000381469727,536
2019-04-11,2.6649999618530273,2.6649999618530273,2.7100000381469727,2.6549999713897705,2.700000047683716,647
2019-04-12,2.6600000858306885,2.6600000858306885,2.684999942779541,2.6500000953674316,2.674999952316284,493
2019-04-15,2.5899999141693115,2.5899999141693115,2.6500000953674316,2.5850000381469727,2.6449999809265137,826
2019-04-16,2.569999933242798,2.569999933242798,2.5950000286102295,2.569999933242798,2.5850000381469727,376
2019-04-17,2.515000104904175,2.515000104904175,2.5850000381469727,2.5,2.569999933242798,593
2019-04-18,2.490000009536743,2.490000009536743,2.5250000953674316,2.4749999046325684,2.505000114440918,698
2019-04-22,2.5250000953674316,2.5250000953674316,2.5299999713897705,2.484999895095825,2.494999885559082,1240
2019-04-23,2.4549999237060547,2.4549999237060547,2.5350000858306885,2.450000047683716,2.5299999713897705,576
2019-04-24,2.4600000381469727,2.4600000381469727,2.484999895095825,2.4549999237060547,2.4549999237060547,679
2019-04-25,2.5139999389648438,2.5139999389648438,2.515000104904175,2.440000057220459,2.4700000286102295,1193
2019-04-26,2.5799999237060547,2.5799999237060547,2.6050000190734863,2.515000104904175,2.5350000858306885,1208
2019-04-29,2.5950000286102295,2.5950000286102295,2.5999999046325684,2.5399999618530273,2.575000047683716,541
2019-04-30,2.575000047683716,2.575000047683716,2.615000009536743,2.565000057220459,2.5899999141693115,549
2019-05-01,2.619999885559082,2.619999885559082,2.625,2.565000057220459,2.569999933242798,601
2019-05-02,2.5899999141693115,2.5899999141693115,2.615000009536743,2.565000057220459,2.609999895095825,587
2019-05-03,2.565000057220459,2.565000057220459,2.609999895095825,2.549999952316284,2.5850000381469727,433
2019-05-06,2.5250000953674316,2.5250000953674316,2.569999933242798,2.515000104904175,2.559999942779541,562
2019-05-07,2.5350000858306885,2.5350000858306885,2.555000066757202,2.515000104904175,2.515000104904175,331
2019-05-08,2.609999895095825,2.609999895095825,2.615000009536743,2.5350000858306885,2.5399999618530273,744
2019-05-09,2.5950000286102295,2.5950000286102295,2.6050000190734863,2.559999942779541,2.6050000190734863,334
2019-05-10,2.619999885559082,2.619999885559082,2.6500000953674316,2.575000047683716,2.5950000286102295,592
2019-05-13,2.619999885559082,2.619999885559082,2.6500000953674316,2.5999999046325684,2.619999885559082,609
2019-05-14,2.6600000858306885,2.6600000858306885,2.6649999618530273,2.625,2.625,1202
2019-05-15,2.5999999046325684,2.5999999046325684,2.6700000762939453,2.5899999141693115,2.6500000953674316,643
2019-05-16,2.640000104904175,2.640000104904175,2.6449999809265137,2.5850000381469727,2.6050000190734863,745
2019-05-17,2.630000114440918,2.630000114440918,2.6600000858306885,2.619999885559082,2.634999990463257,1035
2019-05-20,2.674999952316284,2.674999952316284,2.694999933242798,2.630000114440918,2.630000114440918,1694
2019-05-21,2.615000009536743,2.615000009536743,2.6649999618530273,2.609999895095825,2.6600000858306885,802
2019-05-22,2.5450000762939453,2.5450000762939453,2.625,2.5350000858306885,2.619999885559082,1761
2019-05-23,2.5799999237060547,2.5799999237060547,2.5899999141693115,2.5399999618530273,2.549999952316284,693
2019-05-24,2.5999999046325684,2.5999999046325684,2.6050000190734863,2.5450000762939453,2.5799999237060547,1085
2019-05-28,2.5820000171661377,2.5820000171661377,2.615000009536743,2.5350000858306885,2.5950000286102295,1284
2019-05-29,2.625,2.625,2.6500000953674316,2.5799999237060547,2.5799999237060547,831
2019-05-30,2.5450000762939453,2.5450000762939453,2.630000114440918,2.5299999713897705,2.615000009536743,1251
2019-05-31,2.4549999237060547,2.4549999237060547,2.575000047683716,2.440000057220459,2.559999942779541,1311
2019-06-03,2.4049999713897705,2.4049999713897705,2.4800000190734863,2.384999990463257,2.440000057220459,1206
2019-06-04,2.4149999618530273,2.4149999618530273,2.444999933242798,2.384999990463257,2.4149999618530273,742
2019-06-05,2.380000114440918,2.380000114440918,2.430000066757202,2.3550000190734863,2.4149999618530273,500
2019-06-06,2.325000047683716,2.325000047683716,2.390000104904175,2.305000066757202,2.369999885559082,869
2019-06-07,2.3350000381469727,2.3350000381469727,2.3550000190734863,2.309999942779541,2.3350000381469727,1605
2019-06-10,2.3550000190734863,2.3550000190734863,2.365000009536743,2.319999933242798,2.3399999141693115,688
2019-06-11,2.4000000953674316,2.4000000953674316,2.4049999713897705,2.3350000381469727,2.359999895095825,879
2019-06-12,2.384999990463257,2.384999990463257,2.4049999713897705,2.369999885559082,2.3949999809265137,411
2019-06-13,2.325000047683716,2.325000047683716,2.384999990463257,2.319999933242798,2.384999990463257,795
2019-06-14,2.384999990463257,2.384999990463257,2.3949999809265137,2.319999933242798,2.3299999237060547,833
2019-06-17,2.384999990463257,2.384999990463257,2.4200000762939453,2.3550000190734863,2.3949999809265137,590
2019-06-18,2.3299999237060547,2.3299999237060547,2.4000000953674316,2.319999933242798,2.380000114440918,744
2019-06-19,2.2750000953674316,2.2750000953674316,2.3550000190734863,2.2699999809265137,2.3299999237060547,653
2019-06-20,2.184999942779541,2.184999942779541,2.305000066757202,2.1549999713897705,2.2699999809265137,2036
2019-06-21,2.184999942779541,2.184999942779541,2.2249999046325684,2.180000066757202,2.2149999141693115,662
2019-06-24,2.305000066757202,2.305000066757202,2.315000057220459,2.190000057220459,2.190000057220459,474
2019-06-25,2.308000087738037,2.308000087738037,2.309999942779541,2.255000114440918,2.2950000762939453,1070
2019-06-26,2.2699999809265137,2.2699999809265137,2.305000066757202,2.255000114440918,2.265000104904175,880
2019-06-27,2.325000047683716,2.325000047683716,2.3350000381469727,2.259999990463257,2.2699999809265137,820
2019-06-28,2.309999942779541,2.309999942779541,2.365000009536743,2.299999952316284,2.319999933242798,1002
2019-07-01,2.265000104904175,2.265000104904175,2.3299999237060547,2.2149999141693115,2.319999933242798,1218
2019-07-02,2.240000009536743,2.240000009536743,2.299999952316284,2.234999895095825,2.265000104904175,1034
2019-07-03,2.2899999618530273,2.2899999618530273,2.2950000762939453,2.2200000286102295,2.240000009536743,1223
2019-07-05,2.4200000762939453,2.4200000762939453,2.444999933242798,2.259999990463257,2.2899999618530273,2021
2019-07-08,2.4049999713897705,2.4049999713897705,2.490000009536743,2.365000009536743,2.450000047683716,1276
2019-07-09,2.424999952316284,2.424999952316284,2.440000057220459,2.3550000190734863,2.4049999713897705,995
2019-07-10,2.444999933242798,2.444999933242798,2.490000009536743,2.4100000858306885,2.434999942779541,1376
2019-07-11,2.4149999618530273,2.4149999618530273,2.505000114440918,2.3949999809265137,2.444999933242798,1235
2019-07-12,2.4549999237060547,2.4549999237060547,2.4800000190734863,2.4000000953674316,2.4049999713897705,942
2019-07-15,2.4100000858306885,2.4100000858306885,2.4600000381469727,2.384999990463257,2.4600000381469727,910
2019-07-16,2.305000066757202,2.305000066757202,2.4049999713897705,2.2950000762939453,2.4000000953674316,962
2019-07-17,2.305000066757202,2.305000066757202,2.3450000286102295,2.2899999618530273,2.315000057220459,687
2019-07-18,2.2850000858306885,2.2850000858306885,2.3550000190734863,2.265000104904175,2.309999942779541,981
2019-07-19,2.25,2.25,2.299999952316284,2.244999885559082,2.2850000858306885,722
2019-07-22,2.309999942779541,2.309999942779541,2.325000047683716,2.2300000190734863,2.244999885559082,679
2019-07-23,2.299999952316284,2.299999952316284,2.3299999237060547,2.2850000858306885,2.315000057220459,1378
2019-07-24,2.2200000286102295,2.2200000286102295,2.2950000762939453,2.2149999141693115,2.2850000858306885,624
2019-07-25,2.244999885559082,2.244999885559082,2.259999990463257,2.2200000286102295,2.2249999046325684,546
2019-07-26,2.1689999103546143,2.1689999103546143,2.240000009536743,2.1689999103546143,2.240000009536743,1459
2019-07-29,2.115000009536743,2.115000009536743,2.1649999618530273,2.0999999046325684,2.1549999713897705,1166
2019-07-30,2.134999990463257,2.134999990463257,2.1449999809265137,2.109999895095825,2.125,535
2019-07-31,2.234999895095825,2.234999895095825,2.265000104904175,2.125,2.1449999809265137,1360
2019-08-01,2.200000047683716,2.200000047683716,2.3350000381469727,2.1649999618530273,2.240000009536743,2144
2019-08-02,2.119999885559082,2.119999885559082,2.2049999237060547,2.075000047683716,2.174999952316284,1517
2019-08-05,2.069999933242798,2.069999933242798,2.109999895095825,2.0299999713897705,2.0950000286102295,1334
2019-08-06,2.109999895095825,2.109999895095825,2.134999990463257,2.075000047683716,2.0899999141693115,1005
2019-08-07,2.0850000381469727,2.0850000381469727,2.140000104904175,2.069999933242798,2.1050000190734863,984
2019-08-08,2.130000114440918,2.130000114440918,2.1549999713897705,2.0899999141693115,2.0899999141693115,1022
2019-08-09,2.119999885559082,2.119999885559082,2.1449999809265137,2.065000057220459,2.125,961
2019-08-12,2.1050000190734863,2.1050000190734863,2.1549999713897705,2.0950000286102295,2.130000114440918,994
2019-08-13,2.1449999809265137,2.1449999809265137,2.174999952316284,2.0850000381469727,2.1050000190734863,1121
2019-08-14,2.1449999809265137,2.1449999809265137,2.2049999237060547,2.119999885559082,2.1600000858306885,1038
2019-08-15,2.2300000190734863,2.2300000190734863,2.2699999809265137,2.140000104904175,2.1549999713897705,1625
2019-08-16,2.200000047683716,2.200000047683716,2.2249999046325684,2.1649999618530273,2.2200000286102295,682
2019-08-19,2.2100000381469727,2.2100000381469727,2.2200000286102295,2.134999990463257,2.174999952316284,1010
2019-08-20,2.2200000286102295,2.2200000286102295,2.2300000190734863,2.184999942779541,2.200000047683716,615
2019-08-21,2.1700000762939453,2.1700000762939453,2.240000009536743,2.1549999713897705,2.2149999141693115,1275
2019-08-22,2.1600000858306885,2.1600000858306885,2.190000057220459,2.1449999809265137,2.1700000762939453,1744
2019-08-23,2.1500000953674316,2.1500000953674316,2.1700000762939453,2.119999885559082,2.1600000858306885,567
2019-08-26,2.2300000190734863,2.2300000190734863,2.234999895095825,2.1600000858306885,2.1700000762939453,714
2019-08-27,2.2019999027252197,2.2019999027252197,2.2300000190734863,2.174999952316284,2.2249999046325684,973
2019-08-28,2.2200000286102295,2.2200000286102295,2.2699999809265137,2.184999942779541,2.190000057220459,1316
2019-08-29,2.2950000762939453,2.2950000762939453,2.309999942779541,2.2200000286102295,2.2300000190734863,1411
2019-08-30,2.2850000858306885,2.2850000858306885,2.299999952316284,2.259999990463257,2.2899999618530273,968
2019-09-03,2.359999895095825,2.359999895095825,2.365000009536743,2.2699999809265137,2.2899999618530273,2622
2019-09-04,2.444999933242798,2.444999933242798,2.450000047683716,2.3399999141693115,2.3450000286102295,1627
2019-09-05,2.434999942779541,2.434999942779541,2.4700000286102295,2.384999990463257,2.440000057220459,1448
2019-09-06,2.494999885559082,2.494999885559082,2.5,2.4000000953674316,2.434999942779541,1435
2019-09-09,2.5850000381469727,2.5850000381469727,2.609999895095825,2.494999885559082,2.5250000953674316,1782
2019-09-10,2.5799999237060547,2.5799999237060547,2.6449999809265137,2.569999933242798,2.5950000286102295,1434
2019-09-11,2.549999952316284,2.549999952316284,2.5999999046325684,2.5250000953674316,2.5799999237060547,1593
2019-09-12,2.575000047683716,2.575000047683716,2.5850000381469727,2.515000104904175,2.5450000762939453,1661
2019-09-13,2.615000009536743,2.615000009536743,2.634999990463257,2.549999952316284,2.569999933242798,1753
2019-09-16,2.680000066757202,2.680000066757202,2.700000047683716,2.640000104904175,2.674999952316284,2597
2019-09-17,2.6700000762939453,2.6700000762939453,2.7100000381469727,2.630000114440918,2.684999942779541,1407
2019-09-18,2.634999990463257,2.634999990463257,2.694999933242798,2.5999999046325684,2.6600000858306885,881
2019-09-19,2.5399999618530273,2.5399999618530273,2.640000104904175,2.5299999713897705,2.634999990463257,1513
2019-09-20,2.5350000858306885,2.5350000858306885,2.575000047683716,2.509999990463257,2.555000066757202,1907
2019-09-23,2.5250000953674316,2.5250000953674316,2.5450000762939453,2.490000009536743,2.5399999618530273,1904
2019-09-24,2.505000114440918,2.505000114440918,2.5850000381469727,2.494999885559082,2.5250000953674316,940
2019-09-25,2.502000093460083,2.502000093460083,2.509999990463257,2.4549999237060547,2.5,1391
2019-09-26,2.444999933242798,2.444999933242798,2.559999942779541,2.4100000858306885,2.5250000953674316,1671
2019-09-27,2.4049999713897705,2.4049999713897705,2.450000047683716,2.380000114440918,2.450000047683716,1654
2019-09-30,2.3299999237060547,2.3299999237060547,2.3949999809265137,2.319999933242798,2.380000114440918,2162
2019-10-01,2.2850000858306885,2.2850000858306885,2.3350000381469727,2.265000104904175,2.3299999237060547,1803
2019-10-02,2.244999885559082,2.244999885559082,2.305000066757202,2.244999885559082,2.2899999618530273,1112
2019-10-03,2.3299999237060547,2.3299999237060547,2.3499999046325684,2.2149999141693115,2.255000114440918,2163
2019-10-04,2.3499999046325684,2.3499999046325684,2.3949999809265137,2.265000104904175,2.3350000381469727,2151
2019-10-07,2.305000066757202,2.305000066757202,2.3399999141693115,2.2899999618530273,2.3350000381469727,2270
2019-10-08,2.2899999618530273,2.2899999618530273,2.325000047683716,2.2699999809265137,2.2950000762939453,1602
2019-10-09,2.234999895095825,2.234999895095825,2.305000066757202,2.2300000190734863,2.2850000858306885,1732
2019-10-10,2.2200000286102295,2.2200000286102295,2.2750000953674316,2.2049999237060547,2.240000009536743,1395
2019-10-11,2.2149999141693115,2.2149999141693115,2.259999990463257,2.184999942779541,2.2100000381469727,2685
2019-10-14,2.2799999713897705,2.2799999713897705,2.309999942779541,2.2300000190734863,2.234999895095825,2302
2019-10-15,2.3399999141693115,2.3399999141693115,2.3499999046325684,2.2699999809265137,2.2850000858306885,1644
2019-10-16,2.305000066757202,2.305000066757202,2.380000114440918,2.2750000953674316,2.3399999141693115,1917
2019-10-17,2.319999933242798,2.319999933242798,2.359999895095825,2.2850000858306885,2.2899999618530273,1392
2019-10-18,2.319999933242798,2.319999933242798,2.359999895095825,2.2899999618530273,2.319999933242798,1564
2019-10-21,2.240000009536743,2.240000009536743,2.325000047683716,2.2149999141693115,2.325000047683716,2941
2019-10-22,2.2699999809265137,2.2699999809265137,2.305000066757202,2.2300000190734863,2.234999895095825,1485
2019-10-23,2.2799999713897705,2.2799999713897705,2.305000066757202,2.25,2.2799999713897705,1749
2019-10-24,2.315000057220459,2.315000057220459,2.3399999141693115,2.265000104904175,2.2850000858306885,1095
2019-10-25,2.299999952316284,2.299999952316284,2.3450000286102295,2.2750000953674316,2.3350000381469727,875
2019-10-28,2.446000099182129,2.446000099182129,2.450000047683716,2.3499999046325684,2.3550000190734863,2117
2019-10-29,2.640000104904175,2.640000104904175,2.700000047683716,2.555000066757202,2.565000057220459,3253
2019-10-30,2.690000057220459,2.690000057220459,2.7249999046325684,2.615000009536743,2.630000114440918,2321
2019-10-31,2.634999990463257,2.634999990463257,2.740000009536743,2.6050000190734863,2.674999952316284,2512
2019-11-01,2.7149999141693115,2.7149999141693115,2.7200000286102295,2.575000047683716,2.630000114440918,2284
2019-11-04,2.819999933242798,2.819999933242798,2.8399999141693115,2.7799999713897705,2.7850000858306885,2623
2019-11-05,2.859999895095825,2.859999895095825,2.9049999713897705,2.815000057220459,2.815000057220459,2357
2019-11-06,2.8299999237060547,2.8299999237060547,2.884999990463257,2.819999933242798,2.865000009536743,1908
2019-11-07,2.7699999809265137,2.7699999809265137,2.880000114440918,2.75,2.825000047683716,4451
2019-11-08,2.7899999618530273,2.7899999618530273,2.819999933242798,2.75,2.7899999618530273,2507
2019-11-11,2.634999990463257,2.634999990463257,2.7249999046325684,2.615000009536743,2.7249999046325684,2472
2019-11-12,2.619999885559082,2.619999885559082,2.684999942779541,2.6050000190734863,2.640000104904175,2011
2019-11-13,2.5999999046325684,2.5999999046325684,2.674999952316284,2.569999933242798,2.625,1678
2019-11-14,2.6449999809265137,2.6449999809265137,2.694999933242798,2.625,2.6700000762939453,2521
2019-11-15,2.690000057220459,2.690000057220459,2.7200000286102295,2.6050000190734863,2.640000104904175,2018
2019-11-18,2.565000057220459,2.565000057220459,2.6500000953674316,2.5299999713897705,2.6500000953674316,2408
2019-11-19,2.509999990463257,2.509999990463257,2.555000066757202,2.5,2.5450000762939453,1916
2019-11-20,2.559999942779541,2.559999942779541,2.5799999237060547,2.505000114440918,2.509999990463257,1674
2019-11-21,2.565000057220459,2.565000057220459,2.5950000286102295,2.5250000953674316,2.569999933242798,1049
2019-11-22,2.6649999618530273,2.6649999618530273,2.674999952316284,2.555000066757202,2.5850000381469727,1172
2019-11-25,2.5309998989105225,2.5309998989105225,2.7100000381469727,2.515000104904175,2.694999933242798,2629
2019-11-26,2.5350000858306885,2.5350000858306885,2.5799999237060547,2.5,2.5799999237060547,2325
2019-11-27,2.5,2.5,2.559999942779541,2.484999895095825,2.5299999713897705,2019
2019-11-29,2.2799999713897705,2.2799999713897705,2.509999990463257,2.265000104904175,2.494999885559082,3877
2019-12-02,2.3299999237060547,2.3299999237060547,2.369999885559082,2.2850000858306885,2.315000057220459,2045
2019-12-03,2.440000057220459,2.440000057220459,2.509999990463257,2.3399999141693115,2.3450000286102295,3371
2019-12-04,2.4000000953674316,2.4000000953674316,2.4600000381469727,2.365000009536743,2.444999933242798,2690
2019-12-05,2.424999952316284,2.424999952316284,2.4649999141693115,2.3949999809265137,2.4049999713897705,1995
2019-12-06,2.3350000381469727,2.3350000381469727,2.440000057220459,2.3299999237060547,2.4200000762939453,1832
2019-12-09,2.2300000190734863,2.2300000190734863,2.259999990463257,2.125,2.234999895095825,2345
2019-12-10,2.265000104904175,2.265000104904175,2.2899999618530273,2.2149999141693115,2.25,1662
2019-12-11,2.244999885559082,2.244999885559082,2.305000066757202,2.240000009536743,2.265000104904175,1299
2019-12-12,2.3299999237060547,2.3299999237060547,2.3499999046325684,2.244999885559082,2.244999885559082,1920
2019-12-13,2.2950000762939453,2.2950000762939453,2.3399999141693115,2.25,2.3399999141693115,1804
2019-12-16,2.3399999141693115,2.3399999141693115,2.380000114440918,2.2850000858306885,2.2950000762939453,1544
2019-12-17,2.319999933242798,2.319999933242798,2.359999895095825,2.2850000858306885,2.3499999046325684,1952
2019-12-18,2.2850000858306885,2.2850000858306885,2.325000047683716,2.259999990463257,2.319999933242798,1178
2019-12-19,2.2750000953674316,2.2750000953674316,2.299999952316284,2.234999895095825,2.2850000858306885,1736
2019-12-20,2.3299999237060547,2.3299999237060547,2.3450000286102295,2.2750000953674316,2.2950000762939453,1864
2019-12-23,2.2149999141693115,2.2149999141693115,2.2799999713897705,2.174999952316284,2.2799999713897705,1443
2019-12-24,2.1700000762939453,2.1700000762939453,2.2200000286102295,2.1600000858306885,2.184999942779541,829
2019-12-26,2.2939999103546143,2.2939999103546143,2.2950000762939453,2.190000057220459,2.190000057220459,1297
2019-12-27,2.2300000190734863,2.2300000190734863,2.2799999713897705,2.1649999618530273,2.2799999713897705,2755
2019-12-30,2.184999942779541,2.184999942779541,2.2699999809265137,2.184999942779541,2.240000009536743,1510
2019-12-31,2.190000057220459,2.190000057220459,2.2049999237060547,2.1500000953674316,2.184999942779541,1645
2020-01-02,2.119999885559082,2.119999885559082,2.184999942779541,2.115000009536743,2.1700000762939453,1460
2020-01-03,2.130000114440918,2.130000114440918,2.1600000858306885,2.0799999237060547,2.130000114440918,1975
2020-01-06,2.134999990463257,2.134999990463257,2.1700000762939453,2.0950000286102295,2.109999895095825,1157
2020-01-07,2.1600000858306885,2.1600000858306885,2.180000066757202,2.1050000190734863,2.1500000953674316,1074
2020-01-08,2.140000104904175,2.140000104904175,2.180000066757202,2.115000009536743,2.1500000953674316,1091
2020-01-09,2.1649999618530273,2.1649999618530273,2.1700000762939453,2.109999895095825,2.1549999713897705,1274
2020-01-10,2.200000047683716,2.200000047683716,2.2300000190734863,2.140000104904175,2.1700000762939453,1823
2020-01-13,2.180000066757202,2.180000066757202,2.2249999046325684,2.1600000858306885,2.2100000381469727,1704
2020-01-14,2.184999942779541,2.184999942779541,2.255000114440918,2.174999952316284,2.190000057220459,1938
2020-01-15,2.119999885559082,2.119999885559082,2.190000057220459,2.1050000190734863,2.184999942779541,1743
2020-01-16,2.075000047683716,2.075000047683716,2.1700000762939453,2.069999933242798,2.130000114440918,1727
2020-01-17,2.005000114440918,2.005000114440918,2.0799999237060547,1.9900000095367432,2.0799999237060547,2113
2020-01-21,1.8949999809265137,1.8949999809265137,1.9700000286102295,1.8200000524520874,1.965000033378601,3300
2020-01-22,1.9049999713897705,1.9049999713897705,1.9450000524520874,1.8949999809265137,1.9149999618530273,1293
2020-01-23,1.9249999523162842,1.9249999523162842,1.9800000190734863,1.909999966621399,1.9149999618530273,1341
2020-01-24,1.8949999809265137,1.8949999809265137,1.9450000524520874,1.875,1.934999942779541,1202
2020-01-27,1.899999976158142,1.899999976158142,1.975000023841858,1.8849999904632568,1.909999966621399,1166
